"date","game_type","away_team","away_score","home_team","home_score","overtime","neutral_site","score_diff","outcome"
2024-01-06,"Non-Conference","Niagara",1,"Denver",6,FALSE,FALSE,5,1
2024-01-06,"Non-Conference","Alaska",2,"North Dakota",6,FALSE,FALSE,4,1
2024-01-06,"Non-Conference","Army",6,"Penn State",7,FALSE,FALSE,1,1
2024-01-06,"Non-Conference","Minnesota State",2,"Augustana",1,FALSE,FALSE,-1,0
2024-01-06,"Non-Conference","Clarkson",4,"Canisius",3,FALSE,FALSE,-1,0
2024-01-06,"Non-Conference","Colgate",4,"Maine",4,TRUE,FALSE,0,0.5
2024-01-06,"Non-Conference","Ohio State",4,"Bowling Green",2,FALSE,FALSE,-2,0
2024-01-06,"Atlantic Hockey","Mercyhurst",1,"Sacred Heart",2,FALSE,FALSE,1,1
2024-01-06,"Atlantic Hockey","Air Force",7,"Bentley",3,FALSE,FALSE,-4,0
2024-01-06,"Atlantic Hockey","American Int'l",2,"Holy Cross",6,FALSE,FALSE,4,1
2024-01-06,"Atlantic Hockey","Harvard",4,"Mass.-Lowell",7,FALSE,TRUE,3,1
2024-01-06,"Atlantic Hockey","Omaha",1,"Arizona State",2,TRUE,FALSE,1,1
2024-01-06,"ECAC","Yale",4,"Union",2,FALSE,FALSE,-2,0
2024-01-06,"ECAC","Brown",1,"Rensselaer",2,FALSE,FALSE,1,1
2024-01-06,"Big Ten","Wisconsin",7,"Notre Dame",4,FALSE,FALSE,-3,0
2024-01-06,"CCHA","Bemidji State",3,"Ferris State",5,FALSE,FALSE,2,1
2024-01-07,"Non-Conference","Colorado College",6,"Minnesota",4,FALSE,FALSE,-2,0
2024-01-08,"Non-Conference","Colorado College",2,"Minnesota",6,FALSE,FALSE,4,1
2024-01-09,"Atlantic Hockey","Army",3,"Sacred Heart",3,TRUE,FALSE,0,0.5
2024-01-09,"Hockey East","Northeastern",3,"Boston University",4,TRUE,FALSE,1,1
2024-01-11,"Atlantic Hockey","Mercyhurst",1,"Canisius",4,FALSE,FALSE,3,1
2024-01-11,"Atlantic Hockey","RIT",1,"Niagara",3,FALSE,FALSE,2,1
2024-01-11,"CCHA","Michigan Tech",3,"St. Thomas",4,FALSE,FALSE,1,1
2024-01-12,"Non-Conference","Cornell",3,"Arizona State",2,TRUE,FALSE,-1,0
2024-01-12,"Non-Conference","Robert Morris",2,"Minnesota",4,FALSE,FALSE,2,1
2024-01-12,"Non-Conference","Colgate",2,"Long Island",3,TRUE,FALSE,1,1
2024-01-12,"Non-Conference","Stonehill",4,"Michigan",12,FALSE,FALSE,8,1
2024-01-12,"Non-Conference","Lindenwood",0,"Wisconsin",5,FALSE,FALSE,5,1
2024-01-12,"NCHC","Colorado College",2,"Minnesota-Duluth",3,TRUE,FALSE,1,1
2024-01-12,"NCHC","St. Cloud State",1,"Denver",5,FALSE,FALSE,4,1
2024-01-12,"NCHC","Western Michigan",4,"Miami",1,FALSE,FALSE,-3,0
2024-01-12,"NCHC","Omaha",5,"North Dakota",4,TRUE,FALSE,-1,0
2024-01-12,"Atlantic Hockey","Holy Cross",0,"Army",3,FALSE,FALSE,3,1
2024-01-12,"Atlantic Hockey","American Int'l",2,"Air Force",6,FALSE,FALSE,4,1
2024-01-12,"Atlantic Hockey","Sacred Heart",4,"Bentley",3,FALSE,FALSE,-1,0
2024-01-12,"ECAC","Princeton",2,"Quinnipiac",9,FALSE,FALSE,7,1
2024-01-12,"ECAC","St. Lawrence",3,"Rensselaer",6,FALSE,FALSE,3,1
2024-01-12,"ECAC","Clarkson",1,"Union",5,FALSE,FALSE,4,1
2024-01-12,"ECAC","Dartmouth",0,"Yale",5,FALSE,FALSE,5,1
2024-01-12,"ECAC","Harvard",3,"Brown",5,FALSE,FALSE,2,1
2024-01-12,"Hockey East","Maine",5,"Connecticut",3,FALSE,FALSE,-2,0
2024-01-12,"Hockey East","Merrimack",3,"Massachusetts",4,FALSE,FALSE,1,1
2024-01-12,"Hockey East","Vermont",5,"Northeastern",4,FALSE,FALSE,-1,0
2024-01-12,"Hockey East","Providence",1,"Boston College",7,FALSE,FALSE,6,1
2024-01-12,"Big Ten","Notre Dame",2,"Ohio State",3,FALSE,FALSE,1,1
2024-01-12,"Big Ten","Michigan State",5,"Penn State",0,FALSE,FALSE,-5,0
2024-01-12,"CCHA","Northern Michigan",1,"Lake Superior",5,FALSE,FALSE,4,1
2024-01-12,"CCHA","Ferris State",2,"Minnesota State",4,FALSE,FALSE,2,1
2024-01-13,"Non-Conference","Colgate",2,"Long Island",3,TRUE,FALSE,1,1
2024-01-13,"Non-Conference","Cornell",4,"Arizona State",1,FALSE,FALSE,-3,0
2024-01-13,"Non-Conference","Robert Morris",1,"Minnesota",4,FALSE,FALSE,3,1
2024-01-13,"Non-Conference","Stonehill",1,"Michigan",7,FALSE,FALSE,6,1
2024-01-13,"Non-Conference","Lindenwood",3,"Wisconsin",3,TRUE,FALSE,0,0.5
2024-01-13,"Non-Conference","Alaska-Anchorage",2,"Alaska",2,TRUE,FALSE,0,0.5
2024-01-13,"Hockey East","Maine",0,"Connecticut",2,FALSE,FALSE,2,1
2024-01-13,"Hockey East","New Hampshire",0,"Boston University",3,FALSE,FALSE,3,1
2024-01-13,"Hockey East","Massachusetts",1,"Merrimack",4,FALSE,FALSE,3,1
2024-01-13,"Hockey East","Boston College",3,"Providence",4,FALSE,FALSE,1,1
2024-01-13,"Hockey East","Vermont",1,"Northeastern",3,FALSE,FALSE,2,1
2024-01-13,"Atlantic Hockey","Holy Cross",3,"Army",1,FALSE,FALSE,-2,0
2024-01-13,"Atlantic Hockey","American Int'l",4,"Air Force",1,FALSE,FALSE,-3,0
2024-01-13,"Atlantic Hockey","Bentley",3,"Sacred Heart",2,TRUE,FALSE,-1,0
2024-01-13,"ECAC","St. Lawrence",2,"Union",2,TRUE,FALSE,0,0.5
2024-01-13,"ECAC","Dartmouth",1,"Brown",2,FALSE,FALSE,1,1
2024-01-13,"ECAC","Quinnipiac",3,"Princeton",1,FALSE,FALSE,-2,0
2024-01-13,"ECAC","Clarkson",4,"Rensselaer",1,FALSE,FALSE,-3,0
2024-01-13,"ECAC","Harvard",1,"Yale",0,FALSE,FALSE,-1,0
2024-01-13,"Big Ten","Michigan State",7,"Penn State",3,FALSE,FALSE,-4,0
2024-01-13,"Big Ten","Notre Dame",5,"Ohio State",2,FALSE,FALSE,-3,0
2024-01-13,"CCHA","Michigan Tech",1,"St. Thomas",3,FALSE,FALSE,2,1
2024-01-13,"CCHA","Northern Michigan",2,"Lake Superior",5,FALSE,FALSE,3,1
2024-01-13,"CCHA","Ferris State",0,"Minnesota State",4,FALSE,FALSE,4,1
2024-01-13,"NCHC","St. Cloud State",4,"Denver",4,TRUE,FALSE,0,0.5
2024-01-13,"NCHC","Colorado College",3,"Minnesota-Duluth",2,TRUE,FALSE,-1,0
2024-01-13,"NCHC","Omaha",1,"North Dakota",3,FALSE,FALSE,2,1
2024-01-13,"NCHC","Western Michigan",3,"Miami",4,FALSE,FALSE,1,1
2024-01-16,"Atlantic Hockey","Sacred Heart",3,"Army",5,FALSE,FALSE,2,1
2024-01-16,"Atlantic Hockey","Canisius",3,"RIT",2,TRUE,FALSE,-1,0
2024-01-19,"Non-Conference","Stonehill",2,"Long Island",8,FALSE,FALSE,6,1
2024-01-19,"Non-Conference","Alaska-Anchorage",0,"Providence",2,FALSE,FALSE,2,1
2024-01-19,"Non-Conference","Augustana",5,"Arizona State",4,FALSE,FALSE,-1,0
2024-01-19,"Atlantic Hockey","Niagara",4,"Canisius",2,FALSE,FALSE,-2,0
2024-01-19,"Atlantic Hockey","Holy Cross",1,"Sacred Heart",2,TRUE,FALSE,1,1
2024-01-19,"Atlantic Hockey","RIT",6,"Robert Morris",3,FALSE,FALSE,-3,0
2024-01-19,"Atlantic Hockey","Air Force",8,"Army",1,FALSE,FALSE,-7,0
2024-01-19,"Atlantic Hockey","Mercyhurst",0,"Bentley",4,FALSE,FALSE,4,1
2024-01-19,"ECAC","Yale",3,"Clarkson",5,FALSE,FALSE,2,1
2024-01-19,"ECAC","Quinnipiac",1,"Colgate",2,FALSE,FALSE,1,1
2024-01-19,"ECAC","Princeton",2,"Cornell",6,FALSE,FALSE,4,1
2024-01-19,"ECAC","Union",5,"Dartmouth",1,FALSE,FALSE,-4,0
2024-01-19,"ECAC","Rensselaer",3,"Harvard",6,FALSE,FALSE,3,1
2024-01-19,"ECAC","Brown",1,"St. Lawrence",2,FALSE,FALSE,1,1
2024-01-19,"Hockey East","New Hampshire",5,"Connecticut",0,FALSE,FALSE,-5,0
2024-01-19,"Hockey East","Mass.-Lowell",3,"Maine",5,FALSE,FALSE,2,1
2024-01-19,"Hockey East","Boston College",6,"Merrimack",4,FALSE,FALSE,-2,0
2024-01-19,"Hockey East","Boston University",5,"Vermont",1,FALSE,FALSE,-4,0
2024-01-19,"NCHC","Miami",1,"Colorado College",2,FALSE,FALSE,1,1
2024-01-19,"NCHC","Minnesota-Duluth",6,"Western Michigan",3,FALSE,FALSE,-3,0
2024-01-19,"NCHC","Denver",6,"Omaha",3,FALSE,FALSE,-3,0
2024-01-19,"NCHC","North Dakota",5,"St. Cloud State",3,FALSE,FALSE,-2,0
2024-01-19,"Big Ten","Michigan",7,"Michigan State",1,FALSE,FALSE,-6,0
2024-01-19,"Big Ten","Ohio State",2,"Minnesota",5,FALSE,FALSE,3,1
2024-01-19,"Big Ten","Penn State",1,"Notre Dame",4,FALSE,FALSE,3,1
2024-01-19,"CCHA","Minnesota State",3,"Bowling Green",4,FALSE,FALSE,1,1
2024-01-19,"CCHA","Lake Superior",3,"Ferris State",5,FALSE,FALSE,2,1
2024-01-19,"CCHA","Bemidji State",1,"Michigan Tech",2,FALSE,FALSE,1,1
2024-01-19,"CCHA","St. Thomas",2,"Northern Michigan",3,FALSE,FALSE,1,1
2024-01-20,"Non-Conference","Stonehill",0,"Long Island",10,FALSE,FALSE,10,1
2024-01-20,"Non-Conference","Alaska-Anchorage",4,"Providence",0,FALSE,FALSE,-4,0
2024-01-20,"Non-Conference","Augustana",2,"Arizona State",3,FALSE,FALSE,1,1
2024-01-20,"Hockey East","Massachusetts",2,"Northeastern",1,FALSE,FALSE,-1,0
2024-01-20,"Hockey East","Mass.-Lowell",2,"Maine",7,FALSE,FALSE,5,1
2024-01-20,"Hockey East","Boston University",5,"Vermont",2,FALSE,FALSE,-3,0
2024-01-20,"NCHC","Miami",2,"Colorado College",4,FALSE,FALSE,2,1
2024-01-20,"NCHC","North Dakota",3,"St. Cloud State",3,TRUE,FALSE,0,0.5
2024-01-20,"NCHC","Minnesota-Duluth",2,"Western Michigan",5,FALSE,FALSE,3,1
2024-01-20,"NCHC","Denver",6,"Omaha",2,FALSE,FALSE,-4,0
2024-01-20,"Atlantic Hockey","Air Force",7,"Army",6,FALSE,FALSE,-1,0
2024-01-20,"Atlantic Hockey","Mercyhurst",4,"Bentley",8,FALSE,FALSE,4,1
2024-01-20,"Atlantic Hockey","RIT",7,"Robert Morris",1,FALSE,FALSE,-6,0
2024-01-20,"Atlantic Hockey","Sacred Heart",2,"Holy Cross",5,FALSE,FALSE,3,1
2024-01-20,"Atlantic Hockey","Canisius",4,"Niagara",6,FALSE,FALSE,2,1
2024-01-20,"Big Ten","Penn State",3,"Notre Dame",6,FALSE,FALSE,3,1
2024-01-20,"Big Ten","Michigan State",7,"Michigan",5,FALSE,FALSE,-2,0
2024-01-20,"Big Ten","Ohio State",3,"Minnesota",6,FALSE,FALSE,3,1
2024-01-20,"CCHA","Ferris State",3,"Lake Superior",2,TRUE,FALSE,-1,0
2024-01-20,"CCHA","Bemidji State",2,"Michigan Tech",2,TRUE,FALSE,0,0.5
2024-01-20,"CCHA","St. Thomas",3,"Northern Michigan",1,FALSE,FALSE,-2,0
2024-01-20,"CCHA","Minnesota State",4,"Bowling Green",1,FALSE,FALSE,-3,0
2024-01-20,"ECAC","Brown",3,"Clarkson",2,TRUE,FALSE,-1,0
2024-01-20,"ECAC","Princeton",3,"Colgate",6,FALSE,FALSE,3,1
2024-01-20,"ECAC","Quinnipiac",2,"Cornell",3,TRUE,FALSE,1,1
2024-01-20,"ECAC","Rensselaer",2,"Dartmouth",6,FALSE,FALSE,4,1
2024-01-20,"ECAC","Union",5,"Harvard",4,TRUE,FALSE,-1,0
2024-01-20,"ECAC","Yale",2,"St. Lawrence",4,FALSE,FALSE,2,1
2024-01-21,"Hockey East","Merrimack",2,"Boston College",6,FALSE,FALSE,4,1
2024-01-21,"Hockey East","Connecticut",2,"New Hampshire",1,FALSE,FALSE,-1,0
2024-01-26,"Atlantic Hockey","Robert Morris",2,"American Int'l",0,FALSE,FALSE,-2,0
2024-01-26,"Atlantic Hockey","Holy Cross",5,"Mercyhurst",2,FALSE,FALSE,-3,0
2024-01-26,"Atlantic Hockey","Canisius",1,"Air Force",5,FALSE,FALSE,4,1
2024-01-26,"Atlantic Hockey","Bentley",0,"RIT",3,FALSE,FALSE,3,1
2024-01-26,"Non-Conference","Alaska",7,"Long Island",3,FALSE,FALSE,-4,0
2024-01-26,"Non-Conference","Ferris State",5,"Augustana",2,FALSE,FALSE,-3,0
2024-01-26,"Non-Conference","Stonehill",1,"Lindenwood",7,FALSE,FALSE,6,1
2024-01-26,"Non-Conference","Sacred Heart",2,"Connecticut",6,FALSE,FALSE,4,1
2024-01-26,"Non-Conference","Quinnipiac",1,"Yale",0,FALSE,TRUE,-1,0
2024-01-26,"Big Ten","Minnesota",2,"Michigan State",3,FALSE,FALSE,1,1
2024-01-26,"Big Ten","Wisconsin",1,"Michigan",5,FALSE,FALSE,4,1
2024-01-26,"Big Ten","Ohio State",3,"Penn State",4,FALSE,FALSE,1,1
2024-01-26,"ECAC","St. Lawrence",1,"Clarkson",4,FALSE,FALSE,3,1
2024-01-26,"ECAC","Colgate",4,"Dartmouth",3,TRUE,FALSE,-1,0
2024-01-26,"ECAC","Cornell",2,"Harvard",0,FALSE,FALSE,-2,0
2024-01-26,"Hockey East","Merrimack",3,"Northeastern",5,FALSE,FALSE,2,1
2024-01-26,"Hockey East","New Hampshire",1,"Vermont",2,FALSE,FALSE,1,1
2024-01-26,"Hockey East","Boston University",1,"Boston College",4,FALSE,FALSE,3,1
2024-01-26,"Hockey East","Providence",7,"Mass.-Lowell",2,FALSE,FALSE,-5,0
2024-01-26,"NCHC","Colorado College",2,"Western Michigan",1,TRUE,FALSE,-1,0
2024-01-26,"NCHC","Miami",2,"Minnesota-Duluth",6,FALSE,FALSE,4,1
2024-01-26,"NCHC","Denver",2,"North Dakota",5,FALSE,FALSE,3,1
2024-01-26,"NCHC","Omaha",7,"St. Cloud State",6,TRUE,FALSE,-1,0
2024-01-26,"CCHA","Michigan Tech",1,"Lake Superior",3,FALSE,FALSE,2,1
2024-01-26,"CCHA","Northern Michigan",2,"Minnesota State",2,TRUE,FALSE,0,0.5
2024-01-27,"Atlantic Hockey","Robert Morris",2,"American Int'l",5,FALSE,FALSE,3,1
2024-01-27,"Atlantic Hockey","Holy Cross",5,"Mercyhurst",3,FALSE,FALSE,-2,0
2024-01-27,"Atlantic Hockey","Bentley",1,"RIT",2,TRUE,FALSE,1,1
2024-01-27,"Atlantic Hockey","Canisius",5,"Air Force",3,FALSE,FALSE,-2,0
2024-01-27,"Non-Conference","Stonehill",5,"Lindenwood",6,TRUE,FALSE,1,1
2024-01-27,"Non-Conference","Alaska",3,"Long Island",1,FALSE,FALSE,-2,0
2024-01-27,"Non-Conference","Rensselaer",3,"Union",5,FALSE,TRUE,2,1
2024-01-27,"Non-Conference","Ferris State",4,"Augustana",3,TRUE,FALSE,-1,0
2024-01-27,"Big Ten","Minnesota",5,"Michigan State",1,FALSE,FALSE,-4,0
2024-01-27,"Big Ten","Ohio State",3,"Penn State",4,FALSE,FALSE,1,1
2024-01-27,"Big Ten","Wisconsin",6,"Michigan",5,TRUE,FALSE,-1,0
2024-01-27,"Big Ten","Yale",3,"Sacred Heart",2,FALSE,TRUE,-1,0
2024-01-27,"Big Ten","Quinnipiac",4,"Connecticut",3,FALSE,FALSE,-1,0
2024-01-27,"NCHC","Denver",2,"North Dakota",4,FALSE,FALSE,2,1
2024-01-27,"NCHC","Omaha",1,"St. Cloud State",1,TRUE,FALSE,0,0.5
2024-01-27,"NCHC","Colorado College",2,"Western Michigan",1,TRUE,FALSE,-1,0
2024-01-27,"NCHC","Miami",2,"Minnesota-Duluth",3,TRUE,FALSE,1,1
2024-01-27,"CCHA","Michigan Tech",1,"Lake Superior",0,FALSE,FALSE,-1,0
2024-01-27,"CCHA","Northern Michigan",0,"Minnesota State",4,FALSE,FALSE,4,1
2024-01-27,"ECAC","Cornell",2,"Dartmouth",2,TRUE,FALSE,0,0.5
2024-01-27,"ECAC","Colgate",3,"Harvard",6,FALSE,FALSE,3,1
2024-01-27,"ECAC","Clarkson",1,"St. Lawrence",2,FALSE,FALSE,1,1
2024-01-27,"Hockey East","Boston College",4,"Boston University",3,FALSE,FALSE,-1,0
2024-01-27,"Hockey East","Northeastern",4,"Merrimack",1,FALSE,FALSE,-3,0
2024-01-27,"Hockey East","Mass.-Lowell",3,"Providence",4,TRUE,FALSE,1,1
2024-01-27,"Hockey East","New Hampshire",6,"Vermont",3,FALSE,FALSE,-3,0
2024-01-30,"Hockey East","Boston University",3,"Northeastern",4,TRUE,FALSE,1,1
2024-01-30,"Non-Conference","Army",3,"Princeton",4,TRUE,FALSE,1,1
2024-02-01,"Atlantic Hockey","RIT",4,"Niagara",4,TRUE,FALSE,0,0.5
2024-02-02,"Atlantic Hockey","Robert Morris",5,"Mercyhurst",2,FALSE,FALSE,-3,0
2024-02-02,"Atlantic Hockey","American Int'l",3,"Sacred Heart",4,TRUE,FALSE,1,1
2024-02-02,"Atlantic Hockey","Army",2,"Bentley",4,FALSE,FALSE,2,1
2024-02-02,"Atlantic Hockey","Air Force",3,"Holy Cross",6,FALSE,FALSE,3,1
2024-02-02,"ECAC","Rensselaer",3,"Brown",1,FALSE,FALSE,-2,0
2024-02-02,"ECAC","Clarkson",2,"Colgate",4,FALSE,FALSE,2,1
2024-02-02,"ECAC","St. Lawrence",1,"Cornell",5,FALSE,FALSE,4,1
2024-02-02,"ECAC","Dartmouth",5,"Princeton",1,FALSE,FALSE,-4,0
2024-02-02,"ECAC","Harvard",1,"Quinnipiac",2,FALSE,FALSE,1,1
2024-02-02,"ECAC","Union",1,"Yale",3,FALSE,FALSE,2,1
2024-02-02,"Hockey East","Providence",5,"Connecticut",0,FALSE,FALSE,-5,0
2024-02-02,"Hockey East","Massachusetts",3,"Merrimack",2,FALSE,FALSE,-1,0
2024-02-02,"Hockey East","Boston University",6,"New Hampshire",3,FALSE,FALSE,-3,0
2024-02-02,"Hockey East","Maine",3,"Northeastern",6,FALSE,FALSE,3,1
2024-02-02,"Hockey East","Boston College",6,"Mass.-Lowell",1,FALSE,FALSE,-5,0
2024-02-02,"NCHC","St. Cloud State",2,"Colorado College",1,TRUE,FALSE,-1,0
2024-02-02,"NCHC","Western Michigan",2,"Denver",3,FALSE,FALSE,1,1
2024-02-02,"NCHC","North Dakota",5,"Miami",4,TRUE,FALSE,-1,0
2024-02-02,"NCHC","Minnesota-Duluth",1,"Omaha",5,FALSE,FALSE,4,1
2024-02-02,"Big Ten","Michigan",4,"Ohio State",2,FALSE,FALSE,-2,0
2024-02-02,"Big Ten","Minnesota",2,"Wisconsin",1,TRUE,FALSE,-1,0
2024-02-02,"Big Ten","Michigan State",1,"Notre Dame",4,FALSE,FALSE,3,1
2024-02-02,"Non-Conference","Long Island",3,"Stonehill",1,FALSE,FALSE,-2,0
2024-02-02,"Non-Conference","Lindenwood",4,"Arizona State",4,TRUE,FALSE,0,0.5
2024-02-02,"Non-Conference","Augustana",0,"Bemidji State",5,FALSE,FALSE,5,1
2024-02-02,"CCHA","Bowling Green",4,"Ferris State",3,FALSE,FALSE,-1,0
2024-02-02,"CCHA","Michigan Tech",1,"Northern Michigan",4,FALSE,FALSE,3,1
2024-02-02,"CCHA","Minnesota State",4,"St. Thomas",3,TRUE,FALSE,-1,0
2024-02-03,"Atlantic Hockey","Army",2,"Bentley",1,FALSE,FALSE,-1,0
2024-02-03,"Atlantic Hockey","Niagara",2,"RIT",4,FALSE,FALSE,2,1
2024-02-03,"Atlantic Hockey","Mercyhurst",3,"Robert Morris",4,FALSE,FALSE,1,1
2024-02-03,"Atlantic Hockey","American Int'l",1,"Sacred Heart",3,FALSE,FALSE,2,1
2024-02-03,"Atlantic Hockey","Air Force",2,"Holy Cross",5,FALSE,FALSE,3,1
2024-02-03,"Non-Conference","Long Island",5,"Stonehill",0,FALSE,FALSE,-5,0
2024-02-03,"Non-Conference","Lindenwood",1,"Arizona State",5,FALSE,FALSE,4,1
2024-02-03,"Non-Conference","Alaska",2,"Alaska-Anchorage",4,FALSE,FALSE,2,1
2024-02-03,"Non-Conference","Augustana",5,"Bemidji State",2,FALSE,FALSE,-3,0
2024-02-03,"NCHC","St. Cloud State",3,"Colorado College",5,FALSE,FALSE,2,1
2024-02-03,"NCHC","Western Michigan",7,"Denver",2,FALSE,FALSE,-5,0
2024-02-03,"NCHC","North Dakota",4,"Miami",1,FALSE,FALSE,-3,0
2024-02-03,"NCHC","Minnesota-Duluth",3,"Omaha",4,FALSE,FALSE,1,1
2024-02-03,"Big Ten","Michigan State",4,"Notre Dame",0,FALSE,FALSE,-4,0
2024-02-03,"Big Ten","Minnesota",1,"Wisconsin",1,TRUE,FALSE,0,0.5
2024-02-03,"Big Ten","Michigan",4,"Ohio State",1,FALSE,FALSE,-3,0
2024-02-03,"CCHA","Bowling Green",3,"Ferris State",1,FALSE,FALSE,-2,0
2024-02-03,"CCHA","Northern Michigan",3,"Michigan Tech",3,TRUE,FALSE,0,0.5
2024-02-03,"CCHA","St. Thomas",4,"Minnesota State",2,FALSE,FALSE,-2,0
2024-02-03,"ECAC","Union",4,"Brown",4,TRUE,FALSE,0,0.5
2024-02-03,"ECAC","St. Lawrence",2,"Colgate",3,FALSE,FALSE,1,1
2024-02-03,"ECAC","Clarkson",2,"Cornell",7,FALSE,FALSE,5,1
2024-02-03,"ECAC","Dartmouth",1,"Quinnipiac",5,FALSE,FALSE,4,1
2024-02-03,"ECAC","Rensselaer",1,"Yale",1,TRUE,FALSE,0,0.5
2024-02-03,"Hockey East","Maine",1,"Massachusetts",0,FALSE,FALSE,-1,0
2024-02-03,"Hockey East","Merrimack",1,"New Hampshire",3,FALSE,FALSE,2,1
2024-02-03,"Hockey East","Connecticut",2,"Providence",1,FALSE,FALSE,-1,0
2024-02-05,"Hockey East","Harvard",2,"Northeastern",3,TRUE,TRUE,1,1
2024-02-05,"Hockey East","Boston College",3,"Boston University",4,FALSE,TRUE,1,1
2024-02-06,"Atlantic Hockey","Niagara",3,"Canisius",2,TRUE,FALSE,-1,0
2024-02-09,"Big Ten","Penn State",0,"Minnesota",3,FALSE,FALSE,3,1
2024-02-09,"Big Ten","Michigan State",5,"Michigan",1,FALSE,FALSE,-4,0
2024-02-09,"Big Ten","Notre Dame",2,"Wisconsin",4,FALSE,FALSE,2,1
2024-02-09,"Atlantic Hockey","Bentley",3,"Canisius",0,FALSE,FALSE,-3,0
2024-02-09,"Atlantic Hockey","RIT",7,"Mercyhurst",6,TRUE,FALSE,-1,0
2024-02-09,"Atlantic Hockey","American Int'l",2,"Niagara",4,FALSE,FALSE,2,1
2024-02-09,"Atlantic Hockey","Robert Morris",1,"Army",3,FALSE,FALSE,2,1
2024-02-09,"Atlantic Hockey","Sacred Heart",3,"Air Force",2,FALSE,FALSE,-1,0
2024-02-09,"ECAC","Princeton",2,"Clarkson",4,FALSE,FALSE,2,1
2024-02-09,"ECAC","Dartmouth",5,"Harvard",5,TRUE,FALSE,0,0.5
2024-02-09,"ECAC","Cornell",4,"Rensselaer",1,FALSE,FALSE,-3,0
2024-02-09,"ECAC","Quinnipiac",1,"St. Lawrence",3,FALSE,FALSE,2,1
2024-02-09,"ECAC","Colgate",3,"Union",5,FALSE,FALSE,2,1
2024-02-09,"ECAC","Brown",1,"Yale",3,FALSE,FALSE,2,1
2024-02-09,"Hockey East","Merrimack",1,"Boston University",7,FALSE,FALSE,6,1
2024-02-09,"Hockey East","Massachusetts",2,"Connecticut",0,FALSE,FALSE,-2,0
2024-02-09,"Hockey East","Providence",1,"Maine",2,FALSE,FALSE,1,1
2024-02-09,"Hockey East","New Hampshire",1,"Boston College",6,FALSE,FALSE,5,1
2024-02-09,"Hockey East","Vermont",1,"Mass.-Lowell",1,TRUE,FALSE,0,0.5
2024-02-09,"NCHC","Omaha",1,"Western Michigan",6,FALSE,FALSE,5,1
2024-02-09,"NCHC","St. Cloud State",5,"Miami",2,FALSE,FALSE,-3,0
2024-02-09,"Non-Conference","Alaska",0,"Arizona State",2,FALSE,FALSE,2,1
2024-02-09,"Non-Conference","Lindenwood",10,"Stonehill",1,FALSE,FALSE,-9,0
2024-02-09,"Non-Conference","St. Thomas",2,"Augustana",4,FALSE,FALSE,2,1
2024-02-09,"CCHA","Lake Superior",3,"Bowling Green",6,FALSE,FALSE,3,1
2024-02-09,"CCHA","Minnesota State",1,"Michigan Tech",3,FALSE,FALSE,2,1
2024-02-09,"CCHA","Bemidji State",4,"Northern Michigan",2,FALSE,FALSE,-2,0
2024-02-10,"Big Ten","Penn State",0,"Minnesota",3,FALSE,FALSE,3,1
2024-02-10,"Big Ten","Notre Dame",2,"Wisconsin",3,FALSE,FALSE,1,1
2024-02-10,"Big Ten","Michigan",2,"Michigan State",3,FALSE,TRUE,1,1
2024-02-10,"Atlantic Hockey","RIT",2,"Mercyhurst",3,FALSE,FALSE,1,1
2024-02-10,"Atlantic Hockey","American Int'l",4,"Niagara",4,TRUE,FALSE,0,0.5
2024-02-10,"Atlantic Hockey","Sacred Heart",0,"Air Force",2,FALSE,FALSE,2,1
2024-02-10,"Atlantic Hockey","Bentley",2,"Canisius",2,TRUE,FALSE,0,0.5
2024-02-10,"Atlantic Hockey","Robert Morris",4,"Army",3,FALSE,FALSE,-1,0
2024-02-10,"Non-Conference","Alaska",2,"Arizona State",4,FALSE,FALSE,2,1
2024-02-10,"Non-Conference","Lindenwood",2,"Stonehill",4,FALSE,FALSE,2,1
2024-02-10,"Non-Conference","Long Island",2,"Alaska-Anchorage",1,FALSE,FALSE,-1,0
2024-02-10,"Non-Conference","St. Thomas",1,"Augustana",2,TRUE,FALSE,1,1
2024-02-10,"CCHA","Minnesota State",4,"Michigan Tech",2,FALSE,FALSE,-2,0
2024-02-10,"CCHA","Bemidji State",3,"Northern Michigan",3,TRUE,FALSE,0,0.5
2024-02-10,"CCHA","Lake Superior",2,"Bowling Green",4,FALSE,FALSE,2,1
2024-02-10,"Hockey East","Vermont",3,"Mass.-Lowell",3,TRUE,FALSE,0,0.5
2024-02-10,"Hockey East","Providence",4,"Maine",3,TRUE,FALSE,-1,0
2024-02-10,"Hockey East","Connecticut",1,"Massachusetts",3,FALSE,FALSE,2,1
2024-02-10,"Hockey East","New Hampshire",1,"Merrimack",3,FALSE,FALSE,2,1
2024-02-10,"NCHC","Omaha",3,"Western Michigan",2,TRUE,FALSE,-1,0
2024-02-10,"NCHC","St. Cloud State",3,"Miami",1,FALSE,FALSE,-2,0
2024-02-10,"ECAC","Quinnipiac",4,"Clarkson",2,FALSE,FALSE,-2,0
2024-02-10,"ECAC","Colgate",5,"Rensselaer",5,TRUE,FALSE,0,0.5
2024-02-10,"ECAC","Princeton",5,"St. Lawrence",4,TRUE,FALSE,-1,0
2024-02-10,"ECAC","Cornell",6,"Union",1,FALSE,FALSE,-5,0
2024-02-11,"Non-Conference","Long Island",1,"Alaska-Anchorage",3,FALSE,FALSE,2,1
