"date","game_type","away_team","away_score","home_team","home_score","overtime","neutral_site","score_diff","outcome"
2023-11-11,"Hockey East","Providence",5,"Northeastern",2,FALSE,FALSE,-3,0
2023-11-11,"NCHC","St. Cloud State",3,"Western Michigan",0,FALSE,FALSE,-3,0
2023-11-11,"NCHC","North Dakota",2,"Minnesota-Duluth",0,FALSE,FALSE,-2,0
2023-11-11,"NCHC","Colorado College",4,"Miami",1,FALSE,FALSE,-3,0
2023-11-11,"CCHA","Minnesota State",3,"Ferris State",2,TRUE,FALSE,-1,0
2023-11-11,"CCHA","Lake Superior",3,"Northern Michigan",4,TRUE,FALSE,1,1
2023-11-11,"CCHA","Michigan Tech",4,"Bemidji State",6,FALSE,FALSE,2,1
2023-11-11,"CCHA","St. Thomas",4,"Bowling Green",3,FALSE,FALSE,-1,0
2023-11-15,"Hockey East","Mass.-Lowell",1,"Merrimack",1,TRUE,FALSE,0,0.5
2023-11-16,"Hockey East","Massachusetts",3,"Providence",2,FALSE,FALSE,-1,0
2023-11-17,"Atlantic Hockey","Bentley",0,"Holy Cross",2,FALSE,FALSE,2,1
2023-11-17,"Atlantic Hockey","Robert Morris",2,"Niagara",6,FALSE,FALSE,4,1
2023-11-17,"Atlantic Hockey","Canisius",6,"Army",4,FALSE,FALSE,-2,0
2023-11-17,"ECAC","Clarkson",3,"Brown",2,TRUE,FALSE,-1,0
2023-11-17,"ECAC","Colgate",6,"Princeton",3,FALSE,FALSE,-3,0
2023-11-17,"ECAC","Cornell",4,"Quinnipiac",8,FALSE,FALSE,4,1
2023-11-17,"ECAC","St. Lawrence",0,"Yale",5,FALSE,FALSE,5,1
2023-11-17,"Hockey East","Maine",2,"Boston University",3,FALSE,FALSE,1,1
2023-11-17,"Hockey East","New Hampshire",4,"Northeastern",2,FALSE,FALSE,-2,0
2023-11-17,"Hockey East","Connecticut",4,"Boston College",5,TRUE,FALSE,1,1
2023-11-17,"NCHC","Western Michigan",3,"Colorado College",1,FALSE,FALSE,-2,0
2023-11-17,"NCHC","Omaha",4,"Denver",8,FALSE,FALSE,4,1
2023-11-17,"NCHC","Miami",4,"North Dakota",6,FALSE,FALSE,2,1
2023-11-17,"NCHC","Minnesota-Duluth",1,"St. Cloud State",2,FALSE,FALSE,1,1
2023-11-17,"Big Ten","Penn State",4,"Michigan",6,FALSE,FALSE,2,1
2023-11-17,"Big Ten","Notre Dame",4,"Minnesota",2,FALSE,FALSE,-2,0
2023-11-17,"Big Ten","Wisconsin",2,"Michigan State",4,FALSE,FALSE,2,1
2023-11-17,"Non-Conference","Long Island",0,"Lindenwood",3,FALSE,FALSE,3,1
2023-11-17,"Non-Conference","Alaska-Anchorage",3,"Arizona State",4,FALSE,FALSE,1,1
2023-11-17,"Non-Conference","Alaska",1,"Northern Michigan",3,FALSE,FALSE,2,1
2023-11-17,"CCHA","Bowling Green",5,"Lake Superior",3,FALSE,FALSE,-2,0
2023-11-17,"CCHA","Ferris State",3,"Michigan Tech",2,TRUE,FALSE,-1,0
2023-11-17,"CCHA","Bemidji State",1,"Minnesota State",5,FALSE,FALSE,4,1
2023-11-18,"Non-Conference","Long Island",6,"Lindenwood",2,FALSE,FALSE,-4,0
2023-11-18,"Non-Conference","Alaska",1,"Northern Michigan",3,FALSE,FALSE,2,1
2023-11-18,"Non-Conference","Vermont",1,"American Int'l",2,FALSE,FALSE,1,1
2023-11-18,"Hockey East","Providence",1,"Massachusetts",2,TRUE,FALSE,1,1
2023-11-18,"Hockey East","Maine",4,"Boston University",5,FALSE,FALSE,1,1
2023-11-18,"Hockey East","Merrimack",2,"Mass.-Lowell",3,TRUE,FALSE,1,1
2023-11-18,"Hockey East","Boston College",3,"Connecticut",0,FALSE,FALSE,-3,0
2023-11-18,"Hockey East","Northeastern",0,"New Hampshire",4,FALSE,FALSE,4,1
2023-11-18,"Atlantic Hockey","Holy Cross",2,"Bentley",0,FALSE,FALSE,-2,0
2023-11-18,"Atlantic Hockey","Air Force",5,"Mercyhurst",2,FALSE,FALSE,-3,0
2023-11-18,"Atlantic Hockey","Niagara",4,"Robert Morris",1,FALSE,FALSE,-3,0
2023-11-18,"Atlantic Hockey","Canisius",1,"Army",2,FALSE,FALSE,1,1
2023-11-18,"NCHC","Western Michigan",4,"Colorado College",0,FALSE,FALSE,-4,0
2023-11-18,"NCHC","Minnesota-Duluth",5,"St. Cloud State",6,FALSE,FALSE,1,1
2023-11-18,"NCHC","Miami",1,"North Dakota",5,FALSE,FALSE,4,1
2023-11-18,"Big Ten","Wisconsin",2,"Michigan State",3,FALSE,FALSE,1,1
2023-11-18,"Big Ten","Penn State",5,"Michigan",3,FALSE,FALSE,-2,0
2023-11-18,"Big Ten","Notre Dame",1,"Minnesota",4,FALSE,FALSE,3,1
2023-11-18,"CCHA","Bowling Green",3,"Lake Superior",4,TRUE,FALSE,1,1
2023-11-18,"CCHA","Ferris State",2,"Michigan Tech",3,FALSE,FALSE,1,1
2023-11-18,"CCHA","Bemidji State",7,"Minnesota State",6,FALSE,FALSE,-1,0
2023-11-18,"ECAC","St. Lawrence",1,"Brown",2,FALSE,FALSE,1,1
2023-11-18,"ECAC","Cornell",1,"Princeton",2,TRUE,FALSE,1,1
2023-11-18,"ECAC","Colgate",4,"Quinnipiac",7,FALSE,FALSE,3,1
2023-11-18,"ECAC","Clarkson",2,"Yale",1,FALSE,FALSE,-1,0
2023-11-19,"Non-Conference","Alaska-Anchorage",0,"Arizona State",3,FALSE,FALSE,3,1
2023-11-19,"NCHC","Omaha",4,"Denver",3,FALSE,FALSE,-1,0
2023-11-19,"Atlantic Hockey","Air Force",1,"Mercyhurst",5,FALSE,FALSE,4,1
2023-11-21,"Atlantic Hockey","Robert Morris",1,"Canisius",5,FALSE,FALSE,4,1
2023-11-21,"Atlantic Hockey","Army",3,"Holy Cross",2,FALSE,FALSE,-1,0
2023-11-21,"Atlantic Hockey","Bentley",2,"American Int'l",4,FALSE,FALSE,2,1
2023-11-22,"Non-Conference","Quinnipiac",2,"Boston University",3,FALSE,FALSE,1,1
2023-11-24,"Atlantic Hockey","Air Force",1,"Canisius",3,FALSE,FALSE,2,1
2023-11-24,"Atlantic Hockey","Sacred Heart",4,"Robert Morris",2,FALSE,FALSE,-2,0
2023-11-24,"Non-Conference","Bentley",4,"Mass.-Lowell",1,FALSE,FALSE,-3,0
2023-11-24,"Non-Conference","Army",3,"Merrimack",7,FALSE,FALSE,4,1
2023-11-24,"Non-Conference","Boston College",6,"Notre Dame",1,FALSE,FALSE,-5,0
2023-11-24,"Non-Conference","Stonehill",2,"Union",5,FALSE,FALSE,3,1
2023-11-24,"Non-Conference","Lindenwood",3,"Penn State",9,FALSE,FALSE,6,1
2023-11-24,"Non-Conference","Massachusetts",6,"Harvard",5,FALSE,FALSE,-1,0
2023-11-24,"Non-Conference","Princeton",3,"Ohio State",6,FALSE,FALSE,3,1
2023-11-24,"Non-Conference","Niagara",5,"Colgate",2,FALSE,FALSE,-3,0
2023-11-24,"Non-Conference","Yale",0,"Denver",5,FALSE,FALSE,5,1
2023-11-24,"Non-Conference","Bemidji State",2,"North Dakota",3,TRUE,FALSE,1,1
2023-11-24,"Non-Conference","New Hampshire",4,"RIT",5,FALSE,FALSE,1,1
2023-11-24,"Non-Conference","St. Lawrence",1,"Western Michigan",5,FALSE,FALSE,4,1
2023-11-24,"Non-Conference","Alaska-Anchorage",1,"Wisconsin",0,FALSE,FALSE,-1,0
2023-11-24,"Non-Conference","Brown",3,"Holy Cross",6,FALSE,FALSE,3,1
2023-11-24,"Non-Conference","Providence",3,"Arizona State",4,TRUE,FALSE,1,1
2023-11-24,"Non-Conference","Mercyhurst",4,"Miami",3,TRUE,FALSE,-1,0
2023-11-24,"Non-Conference","Augustana",1,"Omaha",2,FALSE,FALSE,1,1
2023-11-24,"Non-Conference","Michigan",2,"St. Cloud State",0,FALSE,FALSE,-2,0
2023-11-24,"Non-Conference","American Int'l",5,"Long Island",2,FALSE,FALSE,-3,0
2023-11-24,"Big Ten","Michigan State",3,"Minnesota",3,TRUE,FALSE,0,0.5
2023-11-24,"CCHA","Northern Michigan",2,"Bowling Green",6,FALSE,FALSE,4,1
2023-11-24,"CCHA","Michigan Tech",3,"Minnesota State",2,TRUE,FALSE,-1,0
2023-11-24,"CCHA","Lake Superior",2,"St. Thomas",4,FALSE,FALSE,2,1
2023-11-25,"Atlantic Hockey","Air Force",2,"Canisius",2,TRUE,FALSE,0,0.5
2023-11-25,"Atlantic Hockey","Sacred Heart",3,"Robert Morris",1,FALSE,FALSE,-2,0
2023-11-25,"Non-Conference","Dartmouth",1,"Connecticut",6,FALSE,FALSE,5,1
2023-11-25,"Non-Conference","Northeastern",3,"Rensselaer",3,TRUE,FALSE,0,0.5
2023-11-25,"Non-Conference","Army",4,"Mass.-Lowell",2,FALSE,FALSE,-2,0
2023-11-25,"Non-Conference","Bentley",3,"Merrimack",4,FALSE,FALSE,1,1
2023-11-25,"Non-Conference","Stonehill",0,"Union",4,FALSE,FALSE,4,1
2023-11-25,"Non-Conference","Lindenwood",1,"Penn State",7,FALSE,FALSE,6,1
2023-11-25,"Non-Conference","New Hampshire",4,"RIT",3,TRUE,FALSE,-1,0
2023-11-25,"Non-Conference","Princeton",3,"Ohio State",4,FALSE,FALSE,1,1
2023-11-25,"Non-Conference","Yale",0,"Denver",9,FALSE,FALSE,9,1
2023-11-25,"Non-Conference","Bemidji State",0,"North Dakota",5,FALSE,FALSE,5,1
2023-11-25,"Non-Conference","Michigan",3,"St. Cloud State",3,TRUE,FALSE,0,0.5
2023-11-25,"Non-Conference","St. Lawrence",0,"Western Michigan",4,FALSE,FALSE,4,1
2023-11-25,"Non-Conference","Alaska-Anchorage",0,"Wisconsin",5,FALSE,FALSE,5,1
2023-11-25,"Non-Conference","Omaha",5,"Augustana",2,FALSE,FALSE,-3,0
2023-11-25,"Non-Conference","Niagara",1,"Colgate",2,FALSE,FALSE,1,1
2023-11-25,"Non-Conference","Boston University",1,"Cornell",2,FALSE,TRUE,1,1
2023-11-25,"CCHA","Michigan Tech",3,"Minnesota State",2,FALSE,FALSE,-1,0
2023-11-25,"CCHA","Lake Superior",3,"St. Thomas",1,FALSE,FALSE,-2,0
2023-11-25,"CCHA","Northern Michigan",2,"Bowling Green",0,FALSE,FALSE,-2,0
2023-11-26,"Big Ten","Michigan State",5,"Minnesota",6,TRUE,FALSE,1,1
2023-11-26,"Non-Conference","Boston College",4,"Harvard",1,FALSE,FALSE,-3,0
2023-11-26,"Non-Conference","Providence",2,"Arizona State",1,FALSE,FALSE,-1,0
2023-11-26,"Non-Conference","Northeastern",9,"Rensselaer",2,FALSE,FALSE,-7,0
2023-11-26,"Non-Conference","Miami",2,"Mercyhurst",0,FALSE,FALSE,-2,0
2023-11-28,"Atlantic Hockey","Army",1,"American Int'l",5,FALSE,FALSE,4,1
2023-12-01,"Big Ten","Minnesota",4,"Penn State",1,FALSE,FALSE,-3,0
2023-12-01,"Big Ten","Ohio State",0,"Wisconsin",3,FALSE,FALSE,3,1
2023-12-01,"Big Ten","Michigan",1,"Notre Dame",6,FALSE,FALSE,5,1
2023-12-01,"Atlantic Hockey","Mercyhurst",3,"Canisius",3,TRUE,FALSE,0,0.5
2023-12-01,"Atlantic Hockey","Niagara",3,"Holy Cross",2,TRUE,FALSE,-1,0
2023-12-01,"Atlantic Hockey","Bentley",2,"Air Force",3,TRUE,FALSE,1,1
2023-12-01,"Atlantic Hockey","Robert Morris",1,"RIT",4,FALSE,FALSE,3,1
2023-12-01,"Atlantic Hockey","Sacred Heart",5,"American Int'l",4,FALSE,FALSE,-1,0
2023-12-01,"ECAC","Harvard",0,"Clarkson",3,FALSE,FALSE,3,1
2023-12-01,"ECAC","Cornell",4,"Colgate",2,FALSE,FALSE,-2,0
2023-12-01,"ECAC","Quinnipiac",5,"Rensselaer",1,FALSE,FALSE,-4,0
2023-12-01,"ECAC","Dartmouth",1,"St. Lawrence",3,FALSE,FALSE,2,1
2023-12-01,"ECAC","Princeton",2,"Union",7,FALSE,FALSE,5,1
2023-12-01,"Hockey East","Mass.-Lowell",0,"Connecticut",2,FALSE,FALSE,2,1
2023-12-01,"Hockey East","New Hampshire",2,"Maine",5,FALSE,FALSE,3,1
2023-12-01,"Hockey East","Massachusetts",1,"Vermont",2,TRUE,FALSE,1,1
2023-12-01,"Hockey East","Northeastern",5,"Boston College",3,FALSE,FALSE,-2,0
2023-12-01,"Hockey East","Boston University",4,"Merrimack",1,FALSE,FALSE,-3,0
2023-12-01,"NCHC","North Dakota",7,"Denver",5,FALSE,FALSE,-2,0
2023-12-01,"NCHC","Omaha",2,"Minnesota-Duluth",4,FALSE,FALSE,2,1
2023-12-01,"Non-Conference","Arizona State",2,"Colorado College",2,TRUE,FALSE,0,0.5
2023-12-01,"Non-Conference","Lindenwood",1,"Western Michigan",3,FALSE,FALSE,2,1
2023-12-01,"Non-Conference","Long Island",2,"Brown",2,TRUE,FALSE,0,0.5
2023-12-01,"Non-Conference","Alaska",5,"Alaska-Anchorage",0,FALSE,FALSE,-5,0
2023-12-01,"Non-Conference","Augustana",2,"Northern Michigan",2,TRUE,FALSE,0,0.5
2023-12-01,"CCHA","St. Thomas",2,"Ferris State",5,FALSE,FALSE,3,1
2023-12-01,"CCHA","Minnesota State",2,"Lake Superior",2,TRUE,FALSE,0,0.5
2023-12-01,"CCHA","Bowling Green",2,"Michigan Tech",1,TRUE,FALSE,-1,0
2023-12-02,"Atlantic Hockey","Niagara",1,"Holy Cross",4,FALSE,FALSE,3,1
2023-12-02,"Atlantic Hockey","Bentley",3,"Air Force",0,FALSE,FALSE,-3,0
2023-12-02,"Atlantic Hockey","Canisius",1,"Mercyhurst",5,FALSE,FALSE,4,1
2023-12-02,"Atlantic Hockey","Robert Morris",2,"RIT",6,FALSE,FALSE,4,1
2023-12-02,"Atlantic Hockey","Sacred Heart",2,"American Int'l",3,FALSE,FALSE,1,1
2023-12-02,"ECAC","Dartmouth",2,"Clarkson",2,TRUE,FALSE,0,0.5
2023-12-02,"ECAC","Quinnipiac",5,"Union",0,FALSE,FALSE,-5,0
2023-12-02,"ECAC","Colgate",4,"Cornell",2,FALSE,FALSE,-2,0
2023-12-02,"ECAC","Princeton",6,"Rensselaer",4,FALSE,FALSE,-2,0
2023-12-02,"ECAC","Harvard",0,"St. Lawrence",2,FALSE,FALSE,2,1
2023-12-02,"NCHC","Omaha",1,"Minnesota-Duluth",0,TRUE,FALSE,-1,0
2023-12-02,"NCHC","North Dakota",2,"Denver",3,TRUE,FALSE,1,1
2023-12-02,"Hockey East","Merrimack",2,"Boston University",5,FALSE,FALSE,3,1
2023-12-02,"Hockey East","Boston College",3,"Northeastern",1,FALSE,FALSE,-2,0
2023-12-02,"Big Ten","Michigan",2,"Notre Dame",1,FALSE,FALSE,-1,0
2023-12-02,"Big Ten","Minnesota",3,"Penn State",6,FALSE,FALSE,3,1
2023-12-02,"Big Ten","Ohio State",1,"Wisconsin",6,FALSE,FALSE,5,1
2023-12-02,"Non-Conference","Arizona State",2,"Colorado College",0,FALSE,FALSE,-2,0
2023-12-02,"Non-Conference","Lindenwood",1,"Western Michigan",5,FALSE,FALSE,4,1
2023-12-02,"Non-Conference","Alaska",3,"Alaska-Anchorage",1,FALSE,FALSE,-2,0
2023-12-02,"Non-Conference","Augustana",5,"Northern Michigan",3,FALSE,FALSE,-2,0
2023-12-02,"Non-Conference","Long Island",3,"Yale",1,FALSE,FALSE,-2,0
2023-12-02,"CCHA","St. Thomas",7,"Ferris State",1,FALSE,FALSE,-6,0
2023-12-02,"CCHA","Minnesota State",4,"Lake Superior",3,FALSE,FALSE,-1,0
2023-12-02,"CCHA","Bowling Green",2,"Michigan Tech",3,FALSE,FALSE,1,1
2023-12-03,"Hockey East","Mass.-Lowell",2,"Vermont",1,FALSE,FALSE,-1,0
2023-12-03,"Hockey East","Connecticut",3,"Maine",7,FALSE,FALSE,4,1
2023-12-03,"Non-Conference","Brown",4,"Stonehill",1,FALSE,FALSE,-3,0
2023-12-06,"Non-Conference","Maine",3,"Union",1,FALSE,FALSE,-2,0
2023-12-07,"Atlantic Hockey","Niagara",1,"Robert Morris",4,FALSE,FALSE,3,1
2023-12-08,"Atlantic Hockey","RIT",2,"American Int'l",3,TRUE,FALSE,1,1
2023-12-08,"Atlantic Hockey","Army",4,"Mercyhurst",3,FALSE,FALSE,-1,0
2023-12-08,"NCHC","Minnesota-Duluth",3,"Miami",3,TRUE,FALSE,0,0.5
2023-12-08,"NCHC","Colorado College",3,"North Dakota",2,TRUE,FALSE,-1,0
2023-12-08,"NCHC","Denver",3,"Western Michigan",7,FALSE,FALSE,4,1
2023-12-08,"NCHC","St. Cloud State",4,"Omaha",1,FALSE,FALSE,-3,0
2023-12-08,"Big Ten","Minnesota",5,"Ohio State",4,FALSE,FALSE,-1,0
2023-12-08,"Big Ten","Notre Dame",2,"Michigan State",5,FALSE,FALSE,3,1
2023-12-08,"Big Ten","Penn State",3,"Wisconsin",6,FALSE,FALSE,3,1
2023-12-08,"Non-Conference","Stonehill",1,"Clarkson",5,FALSE,FALSE,4,1
2023-12-08,"Non-Conference","Alaska-Anchorage",2,"Massachusetts",11,FALSE,FALSE,9,1
2023-12-08,"Non-Conference","Union",5,"Vermont",4,FALSE,FALSE,-1,0
2023-12-08,"Non-Conference","Merrimack",2,"Yale",5,FALSE,FALSE,3,1
2023-12-08,"Non-Conference","Princeton",4,"Sacred Heart",0,FALSE,FALSE,-4,0
2023-12-08,"Non-Conference","Holy Cross",2,"Mass.-Lowell",2,TRUE,FALSE,0,0.5
2023-12-08,"Non-Conference","Dartmouth",4,"Arizona State",4,TRUE,FALSE,0,0.5
2023-12-08,"CCHA","Ferris State",0,"Bowling Green",1,FALSE,FALSE,1,1
2023-12-08,"CCHA","Northern Michigan",2,"Michigan Tech",4,FALSE,FALSE,2,1
2023-12-08,"CCHA","St. Thomas",1,"Minnesota State",3,FALSE,FALSE,2,1
2023-12-08,"CCHA","Lake Superior",1,"Bemidji State",7,FALSE,FALSE,6,1
2023-12-09,"Atlantic Hockey","RIT",5,"American Int'l",2,FALSE,FALSE,-3,0
2023-12-09,"Atlantic Hockey","Army",3,"Mercyhurst",4,FALSE,FALSE,1,1
2023-12-09,"Atlantic Hockey","Robert Morris",3,"Niagara",1,FALSE,FALSE,-2,0
2023-12-09,"Non-Conference","Rensselaer",0,"New Hampshire",1,FALSE,FALSE,1,1
2023-12-09,"Non-Conference","Long Island",2,"Quinnipiac",4,FALSE,FALSE,2,1
2023-12-09,"Non-Conference","Dartmouth",1,"Arizona State",1,TRUE,FALSE,0,0.5
2023-12-09,"Non-Conference","Mass.-Lowell",2,"Holy Cross",4,FALSE,FALSE,2,1
2023-12-09,"Non-Conference","Bentley",2,"Maine",3,FALSE,FALSE,1,1
2023-12-09,"Non-Conference","Alaska-Anchorage",2,"Massachusetts",3,FALSE,FALSE,1,1
2023-12-09,"Non-Conference","Union",1,"Vermont",4,FALSE,FALSE,3,1
2023-12-09,"Non-Conference","Northeastern",4,"Brown",1,FALSE,FALSE,-3,0
2023-12-09,"Non-Conference","Sacred Heart",2,"Princeton",2,TRUE,FALSE,0,0.5
2023-12-09,"Hockey East","Providence",4,"Boston College",5,FALSE,FALSE,1,1
2023-12-09,"NCHC","Colorado College",3,"North Dakota",2,TRUE,FALSE,-1,0
2023-12-09,"NCHC","Denver",6,"Western Michigan",5,TRUE,FALSE,-1,0
2023-12-09,"NCHC","Minnesota-Duluth",3,"Miami",1,FALSE,FALSE,-2,0
2023-12-09,"NCHC","St. Cloud State",2,"Omaha",2,TRUE,FALSE,0,0.5
2023-12-09,"Big Ten","Notre Dame",1,"Michigan State",2,FALSE,FALSE,1,1
2023-12-09,"Big Ten","Penn State",1,"Wisconsin",4,FALSE,FALSE,3,1
2023-12-09,"Big Ten","Minnesota",1,"Ohio State",1,TRUE,FALSE,0,0.5
2023-12-09,"CCHA","Michigan Tech",1,"Northern Michigan",3,FALSE,FALSE,2,1
2023-12-09,"CCHA","Minnesota State",1,"St. Thomas",2,FALSE,FALSE,1,1
2023-12-09,"CCHA","Lake Superior",6,"Bemidji State",1,FALSE,FALSE,-5,0
2023-12-09,"CCHA","Ferris State",3,"Bowling Green",4,FALSE,FALSE,1,1
2023-12-10,"Non-Conference","Long Island",3,"Yale",5,FALSE,FALSE,2,1
2023-12-14,"CCHA","Bowling Green",1,"Bemidji State",3,FALSE,FALSE,2,1
2023-12-15,"Atlantic Hockey","American Int'l",2,"Canisius",3,FALSE,FALSE,1,1
2023-12-15,"CCHA","Bowling Green",2,"Bemidji State",5,FALSE,FALSE,3,1
2023-12-15,"Non-Conference","Augustana",2,"Alaska",5,FALSE,FALSE,3,1
2023-12-15,"Non-Conference","Minnesota State",3,"Rensselaer",4,TRUE,FALSE,1,1
2023-12-16,"Atlantic Hockey","American Int'l",6,"Canisius",1,FALSE,FALSE,-5,0
2023-12-16,"CCHA","Lake Superior",5,"Ferris State",1,FALSE,FALSE,-4,0
2023-12-16,"Non-Conference","Arizona State",4,"Robert Morris",1,FALSE,FALSE,-3,0
2023-12-16,"Non-Conference","Vermont",3,"Long Island",2,TRUE,FALSE,-1,0
2023-12-16,"Non-Conference","Augustana",3,"Alaska",2,TRUE,FALSE,-1,0
2023-12-16,"Non-Conference","Minnesota State",4,"Rensselaer",2,FALSE,FALSE,-2,0
2023-12-17,"Non-Conference","Vermont",5,"Long Island",1,FALSE,FALSE,-4,0
2023-12-17,"Non-Conference","Arizona State",8,"Robert Morris",3,FALSE,FALSE,-5,0
2023-12-28,"Non-Conference","Alaska",2,"Michigan Tech",3,TRUE,TRUE,1,1
2023-12-28,"Non-Conference","Ferris State",1,"Michigan State",4,FALSE,TRUE,3,1
2023-12-28,"Non-Conference","Minnesota-Duluth",3,"Northeastern",4,TRUE,TRUE,1,1
2023-12-28,"Non-Conference","Air Force",0,"Wisconsin",3,FALSE,TRUE,3,1
2023-12-29,"Non-Conference","Rensselaer",6,"Canisius",3,FALSE,FALSE,-3,0
2023-12-29,"Non-Conference","Merrimack",5,"Brown",1,FALSE,FALSE,-4,0
2023-12-29,"Non-Conference","Miami",1,"Niagara",4,FALSE,FALSE,3,1
2023-12-29,"Non-Conference","St. Thomas",1,"Vermont",5,FALSE,FALSE,4,1
2023-12-29,"Non-Conference","Boston University",6,"Yale",1,FALSE,FALSE,-5,0
2023-12-29,"Non-Conference","New Hampshire",3,"Army",6,FALSE,FALSE,3,1
2023-12-29,"Non-Conference","St. Cloud State",6,"Bemidji State",1,FALSE,FALSE,-5,0
2023-12-29,"Non-Conference","Alaska",3,"Ferris State",2,FALSE,TRUE,-1,0
2023-12-29,"Non-Conference","Michigan State",3,"Michigan Tech",3,TRUE,TRUE,0,0.5
2023-12-29,"Non-Conference","Cornell",2,"Massachusetts",2,TRUE,TRUE,0,0.5
2023-12-29,"Non-Conference","Arizona State",5,"Clarkson",2,FALSE,TRUE,-3,0
2023-12-29,"Non-Conference","Minnesota-Duluth",4,"Air Force",1,FALSE,TRUE,-3,0
2023-12-29,"Non-Conference","Northeastern",0,"Wisconsin",3,FALSE,TRUE,3,1
2023-12-29,"Non-Conference","Maine",5,"RIT",2,FALSE,TRUE,-3,0
2023-12-29,"Non-Conference","Lake Superior",0,"Dartmouth",4,FALSE,FALSE,4,1
2023-12-30,"Non-Conference","Rensselaer",2,"Canisius",1,FALSE,FALSE,-1,0
2023-12-30,"Non-Conference","American Int'l",4,"Mass.-Lowell",3,FALSE,FALSE,-1,0
2023-12-30,"Non-Conference","Miami",3,"Niagara",0,FALSE,FALSE,-3,0
2023-12-30,"Non-Conference","Augustana",1,"Notre Dame",5,FALSE,FALSE,4,1
2023-12-30,"Non-Conference","Mercyhurst",3,"Ohio State",5,FALSE,FALSE,2,1
2023-12-30,"Non-Conference","St. Thomas",1,"Vermont",4,FALSE,FALSE,3,1
2023-12-30,"Non-Conference","Union",3,"Bentley",4,TRUE,FALSE,1,1
2023-12-30,"Non-Conference","Providence",3,"Brown",0,FALSE,FALSE,-3,0
2023-12-30,"Non-Conference","Holy Cross",2,"Quinnipiac",5,FALSE,FALSE,3,1
2023-12-30,"Non-Conference","New Hampshire",6,"Sacred Heart",2,FALSE,FALSE,-4,0
2023-12-30,"ECAC","Harvard",2,"Princeton",5,FALSE,FALSE,3,1
2023-12-30,"ECAC","Clarkson",5,"Massachusetts",4,TRUE,TRUE,-1,0
2023-12-30,"ECAC","Arizona State",2,"Cornell",2,TRUE,TRUE,0,0.5
2023-12-30,"ECAC","RIT",4,"Lake Superior",2,FALSE,TRUE,-2,0
2023-12-30,"ECAC","Maine",5,"Dartmouth",1,FALSE,FALSE,-4,0
2023-12-31,"Non-Conference","Stonehill",2,"Merrimack",3,FALSE,FALSE,1,1
2023-12-31,"Non-Conference","Harvard",2,"Connecticut",4,FALSE,FALSE,2,1
2023-12-31,"Non-Conference","Bemidji State",1,"St. Cloud State",6,FALSE,FALSE,5,1
2023-12-31,"Non-Conference","Augustana",2,"Notre Dame",3,TRUE,FALSE,1,1
2024-01-02,"Atlantic Hockey","Bentley",5,"Army",2,FALSE,FALSE,-3,0
2024-01-02,"Non-Conference","Merrimack",4,"Holy Cross",3,TRUE,FALSE,-1,0
2024-01-05,"Atlantic Hockey","Holy Cross",3,"American Int'l",3,TRUE,FALSE,0,0.5
2024-01-05,"Atlantic Hockey","Mercyhurst",7,"Sacred Heart",2,FALSE,FALSE,-5,0
2024-01-05,"Atlantic Hockey","Air Force",3,"Bentley",1,FALSE,FALSE,-2,0
2024-01-05,"Atlantic Hockey","Mass.-Lowell",3,"Omaha",4,TRUE,TRUE,1,1
2024-01-05,"Atlantic Hockey","Harvard",2,"Arizona State",5,FALSE,FALSE,3,1
2024-01-05,"ECAC","Yale",2,"Rensselaer",1,FALSE,FALSE,-1,0
2024-01-05,"ECAC","Brown",3,"Union",2,TRUE,FALSE,-1,0
2024-01-05,"Hockey East","Connecticut",3,"Massachusetts",3,TRUE,FALSE,0,0.5
2024-01-05,"Big Ten","Wisconsin",2,"Notre Dame",1,FALSE,FALSE,-1,0
2024-01-05,"Non-Conference","St. Lawrence",1,"Canisius",5,FALSE,FALSE,4,1
2024-01-05,"Non-Conference","Niagara",2,"Denver",5,FALSE,FALSE,3,1
2024-01-05,"Non-Conference","Colgate",1,"Maine",3,FALSE,FALSE,2,1
2024-01-05,"Non-Conference","Princeton",2,"New Hampshire",5,FALSE,FALSE,3,1
2024-01-05,"Non-Conference","Alaska",4,"North Dakota",6,FALSE,FALSE,2,1
2024-01-05,"Non-Conference","Bowling Green",2,"Ohio State",6,FALSE,FALSE,4,1
2024-01-05,"Non-Conference","Stonehill",1,"Robert Morris",8,FALSE,FALSE,7,1
2024-01-05,"Non-Conference","Clarkson",0,"RIT",4,FALSE,FALSE,4,1
2024-01-05,"Non-Conference","Minnesota State",3,"Augustana",3,TRUE,FALSE,0,0.5
2024-01-05,"Non-Conference","Western Michigan",3,"Lindenwood",2,FALSE,FALSE,-1,0
2024-01-05,"CCHA","Bemidji State",4,"Ferris State",1,FALSE,FALSE,-3,0
2024-01-06,"Non-Conference","Western Michigan",6,"Lindenwood",1,FALSE,FALSE,-5,0
2024-01-06,"Non-Conference","Princeton",1,"New Hampshire",3,FALSE,FALSE,2,1
2024-01-06,"Non-Conference","Quinnipiac",3,"Northeastern",3,TRUE,FALSE,0,0.5
2024-01-06,"Non-Conference","Stonehill",3,"Robert Morris",7,FALSE,FALSE,4,1
2024-01-06,"Non-Conference","St. Lawrence",1,"RIT",1,TRUE,FALSE,0,0.5
2024-01-06,"Non-Conference","Vermont",3,"Dartmouth",4,FALSE,FALSE,1,1
