"date","game_type","away_team","away_score","home_team","home_score","overtime","neutral_site","score_diff","outcome"
2024-12-30,"Non-Conference","Michigan Tech",NA,"NMU/MSU",NA,FALSE,TRUE,NA,NA
2024-12-30,"Non-Conference","Western Michigan",NA,"Mich. St/NMU",NA,FALSE,TRUE,NA,NA
2024-12-31,"Non-Conference","Holy Cross",NA,"Long Island",NA,FALSE,FALSE,NA,NA
2024-12-31,"Non-Conference","Minnesota-Duluth",NA,"Bemidji State",NA,FALSE,FALSE,NA,NA
2025-01-01,"ECAC","Quinnipiac",NA,"Harvard",NA,FALSE,FALSE,NA,NA
2025-01-02,"Big Ten","Wisconsin",NA,"Michigan State",NA,FALSE,FALSE,NA,NA
2025-01-03,"Big Ten","Holy Cross",NA,"Omaha",NA,FALSE,TRUE,NA,NA
2025-01-03,"Big Ten","Michigan Tech",NA,"Mass.-Lowell",NA,FALSE,TRUE,NA,NA
2025-01-03,"Non-Conference","Mercyhurst",NA,"Minnesota",NA,FALSE,FALSE,NA,NA
2025-01-03,"Non-Conference","Denver",NA,"Maine",NA,FALSE,FALSE,NA,NA
2025-01-03,"Non-Conference","Merrimack",NA,"Army",NA,FALSE,FALSE,NA,NA
2025-01-03,"Non-Conference","American Int'l",NA,"Stonehill",NA,FALSE,FALSE,NA,NA
2025-01-03,"Non-Conference","Augustana",NA,"Colorado College",NA,FALSE,FALSE,NA,NA
2025-01-03,"Non-Conference","New Hampshire",NA,"Princeton",NA,FALSE,FALSE,NA,NA
2025-01-03,"Non-Conference","Alaska-Anchorage",NA,"Western Michigan",NA,FALSE,FALSE,NA,NA
2025-01-03,"Non-Conference","Alaska",NA,"Minnesota-Duluth",NA,FALSE,FALSE,NA,NA
2025-01-03,"Non-Conference","St. Thomas",NA,"Lindenwood",NA,FALSE,FALSE,NA,NA
2025-01-03,"Non-Conference v. D3","Assumption",NA,"Long Island",NA,FALSE,FALSE,NA,NA
2025-01-03,"Non-Conference v. D3","Cornell",NA,"Massachusetts",NA,FALSE,TRUE,NA,NA
2025-01-03,"Non-Conference v. D3","Robert Morris",NA,"Arizona State",NA,FALSE,FALSE,NA,NA
2025-01-03,"Big Ten","Michigan",NA,"Ohio State",NA,FALSE,TRUE,NA,NA
2025-01-03,"Big Ten","Notre Dame",NA,"Penn State",NA,FALSE,TRUE,NA,NA
2025-01-03,"Atlantic Hockey","Bentley",NA,"Niagara",NA,FALSE,FALSE,NA,NA
2025-01-03,"Atlantic Hockey","Air Force",NA,"Sacred Heart",NA,FALSE,FALSE,NA,NA
2025-01-03,"ECAC","Rensselaer",NA,"Yale",NA,FALSE,FALSE,NA,NA
2025-01-03,"ECAC","Union",NA,"Brown",NA,FALSE,FALSE,NA,NA
2025-01-03,"CCHA","Bowling Green",NA,"Lake Superior",NA,FALSE,FALSE,NA,NA
2025-01-04,"CCHA","Michigan Tech",NA,"Holy Cross/UNO",NA,FALSE,TRUE,NA,NA
2025-01-04,"CCHA","Mass.-Lowell/MTU",NA,"Holy Cross",NA,FALSE,TRUE,NA,NA
2025-01-04,"CCHA","Omaha",NA,"Mass.-Lowell/MTU",NA,FALSE,TRUE,NA,NA
2025-01-04,"CCHA","UNO/Holy Cross",NA,"Mass.-Lowell",NA,FALSE,TRUE,NA,NA
2025-01-04,"CCHA","Cornell/UMass",NA,"Arizona State",NA,FALSE,FALSE,NA,NA
2025-01-04,"CCHA","Massachusetts",NA,"ASU/RMU",NA,FALSE,TRUE,NA,NA
2025-01-04,"CCHA","Robert Morris",NA,"UMass/Cornell",NA,FALSE,TRUE,NA,NA
2025-01-04,"Non-Conference","Mercyhurst",NA,"Minnesota",NA,FALSE,FALSE,NA,NA
2025-01-04,"Non-Conference","Northeastern",NA,"Quinnipiac",NA,FALSE,FALSE,NA,NA
2025-01-04,"Non-Conference","New Hampshire",NA,"Princeton",NA,FALSE,FALSE,NA,NA
2025-01-04,"Non-Conference","Augustana",NA,"Colorado College",NA,FALSE,FALSE,NA,NA
2025-01-04,"Non-Conference","St. Thomas",NA,"Lindenwood",NA,FALSE,FALSE,NA,NA
2025-01-04,"Non-Conference","Alaska-Anchorage",NA,"Western Michigan",NA,FALSE,FALSE,NA,NA
2025-01-04,"Non-Conference","Alaska",NA,"Minnesota-Duluth",NA,FALSE,FALSE,NA,NA
2025-01-04,"Non-Conference","Denver",NA,"Maine",NA,FALSE,FALSE,NA,NA
2025-01-04,"Non-Conference","Connecticut",NA,"Harvard",NA,FALSE,FALSE,NA,NA
2025-01-04,"Non-Conference","St. Lawrence",NA,"Vermont",NA,FALSE,FALSE,NA,NA
2025-01-04,"Atlantic Hockey","Air Force",NA,"Sacred Heart",NA,FALSE,FALSE,NA,NA
2025-01-04,"Atlantic Hockey","Bentley",NA,"Niagara",NA,FALSE,FALSE,NA,NA
2025-01-04,"ECAC","Rensselaer",NA,"Brown",NA,FALSE,FALSE,NA,NA
2025-01-04,"ECAC","Union",NA,"Yale",NA,FALSE,FALSE,NA,NA
2025-01-04,"CCHA","Bowling Green",NA,"Lake Superior",NA,FALSE,FALSE,NA,NA
2025-01-04,"Big Ten","Michigan State",NA,"Wisconsin",NA,FALSE,TRUE,NA,NA
2025-01-04,"Non-Conference v. D3","St. Anselm",NA,"Long Island",NA,FALSE,FALSE,NA,NA
2025-01-05,"Big Ten","Ohio State",NA,"Michigan",NA,FALSE,FALSE,NA,NA
2025-01-05,"Big Ten","Penn State",NA,"Notre Dame",NA,FALSE,FALSE,NA,NA
2025-01-05,"Non-Conference","Dartmouth",NA,"Merrimack",NA,FALSE,FALSE,NA,NA
2025-01-06,"Non-Conference","Stonehill",NA,"Quinnipiac",NA,FALSE,FALSE,NA,NA
2025-01-07,"Atlantic Hockey","Army",NA,"American Int'l",NA,FALSE,FALSE,NA,NA
2025-01-07,"Non-Conference","Providence",NA,"Brown",NA,FALSE,FALSE,NA,NA
2025-01-10,"Big Ten","Michigan State",NA,"Penn State",NA,FALSE,FALSE,NA,NA
2025-01-10,"Big Ten","Minnesota",NA,"Ohio State",NA,FALSE,FALSE,NA,NA
2025-01-10,"Big Ten","Michigan",NA,"Notre Dame",NA,FALSE,FALSE,NA,NA
2025-01-10,"Non-Conference","Alaska-Anchorage",NA,"Niagara",NA,FALSE,FALSE,NA,NA
2025-01-10,"Non-Conference","Long Island",NA,"Colgate",NA,FALSE,FALSE,NA,NA
2025-01-10,"Non-Conference","Lindenwood",NA,"Stonehill",NA,FALSE,FALSE,NA,NA
2025-01-10,"Non-Conference","Cornell",NA,"Sacred Heart",NA,FALSE,FALSE,NA,NA
2025-01-10,"Atlantic Hockey","RIT",NA,"Canisius",NA,FALSE,FALSE,NA,NA
2025-01-10,"Atlantic Hockey","Mercyhurst",NA,"Army",NA,FALSE,FALSE,NA,NA
2025-01-10,"Atlantic Hockey","Robert Morris",NA,"Holy Cross",NA,FALSE,FALSE,NA,NA
2025-01-10,"Atlantic Hockey","Bentley",NA,"Air Force",NA,FALSE,FALSE,NA,NA
2025-01-10,"ECAC","Rensselaer",NA,"St. Lawrence",NA,FALSE,FALSE,NA,NA
2025-01-10,"ECAC","Quinnipiac",NA,"Princeton",NA,FALSE,FALSE,NA,NA
2025-01-10,"ECAC","Brown",NA,"Harvard",NA,FALSE,FALSE,NA,NA
2025-01-10,"ECAC","Union",NA,"Clarkson",NA,FALSE,FALSE,NA,NA
2025-01-10,"ECAC","Yale",NA,"Dartmouth",NA,FALSE,FALSE,NA,NA
2025-01-10,"Hockey East","Connecticut",NA,"New Hampshire",NA,FALSE,FALSE,NA,NA
2025-01-10,"Hockey East","Vermont",NA,"Boston University",NA,FALSE,FALSE,NA,NA
2025-01-10,"Hockey East","Merrimack",NA,"Boston College",NA,FALSE,FALSE,NA,NA
2025-01-10,"Hockey East","Massachusetts",NA,"Northeastern",NA,FALSE,FALSE,NA,NA
2025-01-10,"Hockey East","Maine",NA,"Mass.-Lowell",NA,FALSE,FALSE,NA,NA
2025-01-10,"NCHC","North Dakota",NA,"Arizona State",NA,FALSE,FALSE,NA,NA
2025-01-10,"NCHC","St. Cloud State",NA,"Minnesota-Duluth",NA,FALSE,FALSE,NA,NA
2025-01-10,"NCHC","Miami",NA,"Denver",NA,FALSE,FALSE,NA,NA
2025-01-10,"NCHC","Colorado College",NA,"Omaha",NA,FALSE,FALSE,NA,NA
2025-01-10,"CCHA","Minnesota State",NA,"Northern Michigan",NA,FALSE,FALSE,NA,NA
2025-01-10,"CCHA","Ferris State",NA,"St. Thomas",NA,FALSE,FALSE,NA,NA
2025-01-10,"CCHA","Lake Superior",NA,"Michigan Tech",NA,FALSE,FALSE,NA,NA
2025-01-10,"CCHA","Bemidji State",NA,"Bowling Green",NA,FALSE,FALSE,NA,NA
2025-01-11,"Atlantic Hockey","Robert Morris",NA,"Holy Cross",NA,FALSE,FALSE,NA,NA
2025-01-11,"Atlantic Hockey","Mercyhurst",NA,"Army",NA,FALSE,FALSE,NA,NA
2025-01-11,"Atlantic Hockey","Bentley",NA,"Air Force",NA,FALSE,FALSE,NA,NA
2025-01-11,"Atlantic Hockey","RIT",NA,"Canisius",NA,FALSE,FALSE,NA,NA
2025-01-11,"Big Ten","Michigan State",NA,"Penn State",NA,FALSE,FALSE,NA,NA
2025-01-11,"Big Ten","Minnesota",NA,"Ohio State",NA,FALSE,FALSE,NA,NA
2025-01-11,"Big Ten","Michigan",NA,"Notre Dame",NA,FALSE,FALSE,NA,NA
2025-01-11,"Hockey East","New Hampshire",NA,"Connecticut",NA,FALSE,FALSE,NA,NA
2025-01-11,"Hockey East","Vermont",NA,"Boston University",NA,FALSE,FALSE,NA,NA
2025-01-11,"Hockey East","Maine",NA,"Mass.-Lowell",NA,FALSE,FALSE,NA,NA
2025-01-11,"Hockey East","Northeastern",NA,"Massachusetts",NA,FALSE,FALSE,NA,NA
2025-01-11,"Hockey East","Boston College",NA,"Merrimack",NA,FALSE,FALSE,NA,NA
2025-01-11,"Non-Conference","Long Island",NA,"Colgate",NA,FALSE,FALSE,NA,NA
2025-01-11,"Non-Conference","Cornell",NA,"Sacred Heart",NA,FALSE,FALSE,NA,NA
2025-01-11,"Non-Conference","Lindenwood",NA,"Stonehill",NA,FALSE,FALSE,NA,NA
2025-01-11,"Non-Conference","Alaska-Anchorage",NA,"Niagara",NA,FALSE,FALSE,NA,NA
2025-01-11,"NCHC","North Dakota",NA,"Arizona State",NA,FALSE,FALSE,NA,NA
2025-01-11,"NCHC","St. Cloud State",NA,"Minnesota-Duluth",NA,FALSE,FALSE,NA,NA
2025-01-11,"NCHC","Miami",NA,"Denver",NA,FALSE,FALSE,NA,NA
2025-01-11,"NCHC","Colorado College",NA,"Omaha",NA,FALSE,FALSE,NA,NA
2025-01-11,"CCHA","Lake Superior",NA,"Michigan Tech",NA,FALSE,FALSE,NA,NA
2025-01-11,"CCHA","Minnesota State",NA,"Northern Michigan",NA,FALSE,FALSE,NA,NA
2025-01-11,"CCHA","Ferris State",NA,"St. Thomas",NA,FALSE,FALSE,NA,NA
2025-01-11,"CCHA","Bemidji State",NA,"Bowling Green",NA,FALSE,FALSE,NA,NA
2025-01-11,"ECAC","Princeton",NA,"Quinnipiac",NA,FALSE,FALSE,NA,NA
2025-01-11,"ECAC","Union",NA,"St. Lawrence",NA,FALSE,FALSE,NA,NA
2025-01-11,"ECAC","Rensselaer",NA,"Clarkson",NA,FALSE,FALSE,NA,NA
2025-01-11,"ECAC","Brown",NA,"Dartmouth",NA,FALSE,FALSE,NA,NA
2025-01-11,"ECAC","Yale",NA,"Harvard",NA,FALSE,FALSE,NA,NA
2025-01-14,"Atlantic Hockey","Canisius",NA,"Robert Morris",NA,FALSE,FALSE,NA,NA
2025-01-14,"Non-Conference","Harvard",NA,"Boston College",NA,FALSE,FALSE,NA,NA
2025-01-17,"Big Ten","Notre Dame",NA,"Minnesota",NA,FALSE,FALSE,NA,NA
2025-01-17,"Big Ten","Michigan State",NA,"Michigan",NA,FALSE,FALSE,NA,NA
2025-01-17,"Non-Conference","Canisius",NA,"Penn State",NA,FALSE,FALSE,NA,NA
2025-01-17,"Non-Conference","Long Island",NA,"Wisconsin",NA,FALSE,FALSE,NA,NA
2025-01-17,"Non-Conference","Lindenwood",NA,"Augustana",NA,FALSE,FALSE,NA,NA
2025-01-17,"Atlantic Hockey","Holy Cross",NA,"Bentley",NA,FALSE,FALSE,NA,NA
2025-01-17,"Atlantic Hockey","Niagara",NA,"Mercyhurst",NA,FALSE,FALSE,NA,NA
2025-01-17,"Atlantic Hockey","American Int'l",NA,"Sacred Heart",NA,FALSE,FALSE,NA,NA
2025-01-17,"Atlantic Hockey","Air Force",NA,"Army",NA,FALSE,FALSE,NA,NA
2025-01-17,"Atlantic Hockey","RIT",NA,"Robert Morris",NA,FALSE,FALSE,NA,NA
2025-01-17,"ECAC","Clarkson",NA,"Yale",NA,FALSE,FALSE,NA,NA
2025-01-17,"ECAC","Colgate",NA,"Quinnipiac",NA,FALSE,FALSE,NA,NA
2025-01-17,"ECAC","Cornell",NA,"Princeton",NA,FALSE,FALSE,NA,NA
2025-01-17,"ECAC","Harvard",NA,"Rensselaer",NA,FALSE,FALSE,NA,NA
2025-01-17,"ECAC","St. Lawrence",NA,"Brown",NA,FALSE,FALSE,NA,NA
2025-01-17,"ECAC","Dartmouth",NA,"Union",NA,FALSE,FALSE,NA,NA
2025-01-17,"Hockey East","Boston University",NA,"New Hampshire",NA,FALSE,FALSE,NA,NA
2025-01-17,"Hockey East","Connecticut",NA,"Maine",NA,FALSE,FALSE,NA,NA
2025-01-17,"Hockey East","Northeastern",NA,"Vermont",NA,FALSE,FALSE,NA,NA
2025-01-17,"Hockey East","Massachusetts",NA,"Merrimack",NA,FALSE,FALSE,NA,NA
2025-01-17,"Hockey East","Providence",NA,"Boston College",NA,FALSE,FALSE,NA,NA
2025-01-17,"NCHC","Minnesota-Duluth",NA,"Colorado College",NA,FALSE,FALSE,NA,NA
2025-01-17,"NCHC","Omaha",NA,"Miami",NA,FALSE,FALSE,NA,NA
2025-01-17,"NCHC","Western Michigan",NA,"North Dakota",NA,FALSE,FALSE,NA,NA
2025-01-17,"NCHC","Arizona State",NA,"St. Cloud State",NA,FALSE,FALSE,NA,NA
2025-01-17,"CCHA","Michigan Tech",NA,"Minnesota State",NA,FALSE,FALSE,NA,NA
2025-01-17,"CCHA","Bowling Green",NA,"Ferris State",NA,FALSE,FALSE,NA,NA
2025-01-17,"CCHA","Northern Michigan",NA,"Bemidji State",NA,FALSE,FALSE,NA,NA
2025-01-17,"CCHA","St. Thomas",NA,"Lake Superior",NA,FALSE,FALSE,NA,NA
2025-01-18,"Hockey East","Northeastern",NA,"Vermont",NA,FALSE,FALSE,NA,NA
2025-01-18,"Hockey East","Merrimack",NA,"Massachusetts",NA,FALSE,FALSE,NA,NA
2025-01-18,"Hockey East","Boston College",NA,"Providence",NA,FALSE,FALSE,NA,NA
2025-01-18,"Hockey East","Connecticut",NA,"Maine",NA,FALSE,FALSE,NA,NA
2025-01-18,"Hockey East","New Hampshire",NA,"Boston University",NA,FALSE,FALSE,NA,NA
2025-01-18,"Big Ten","Notre Dame",NA,"Minnesota",NA,FALSE,FALSE,NA,NA
2025-01-18,"Big Ten","Michigan",NA,"Michigan State",NA,FALSE,FALSE,NA,NA
2025-01-18,"Non-Conference","Long Island",NA,"Wisconsin",NA,FALSE,FALSE,NA,NA
2025-01-18,"Non-Conference","Canisius",NA,"Penn State",NA,FALSE,FALSE,NA,NA
2025-01-18,"Non-Conference","Stonehill",NA,"Mass.-Lowell",NA,FALSE,FALSE,NA,NA
2025-01-18,"Non-Conference","Lindenwood",NA,"Augustana",NA,FALSE,FALSE,NA,NA
2025-01-18,"Non-Conference","Alaska",NA,"Alaska-Anchorage",NA,FALSE,FALSE,NA,NA
2025-01-18,"Atlantic Hockey","Air Force",NA,"Army",NA,FALSE,FALSE,NA,NA
2025-01-18,"Atlantic Hockey","Holy Cross",NA,"Bentley",NA,FALSE,FALSE,NA,NA
2025-01-18,"Atlantic Hockey","American Int'l",NA,"Sacred Heart",NA,FALSE,FALSE,NA,NA
2025-01-18,"Atlantic Hockey","RIT",NA,"Robert Morris",NA,FALSE,FALSE,NA,NA
2025-01-18,"Atlantic Hockey","Mercyhurst",NA,"Niagara",NA,FALSE,FALSE,NA,NA
2025-01-18,"ECAC","Clarkson",NA,"Brown",NA,FALSE,FALSE,NA,NA
2025-01-18,"ECAC","Harvard",NA,"Union",NA,FALSE,FALSE,NA,NA
2025-01-18,"ECAC","St. Lawrence",NA,"Yale",NA,FALSE,FALSE,NA,NA
2025-01-18,"ECAC","Cornell",NA,"Quinnipiac",NA,FALSE,FALSE,NA,NA
2025-01-18,"ECAC","Dartmouth",NA,"Rensselaer",NA,FALSE,FALSE,NA,NA
2025-01-18,"ECAC","Colgate",NA,"Princeton",NA,FALSE,FALSE,NA,NA
2025-01-18,"NCHC","Minnesota-Duluth",NA,"Colorado College",NA,FALSE,FALSE,NA,NA
2025-01-18,"NCHC","Arizona State",NA,"St. Cloud State",NA,FALSE,FALSE,NA,NA
2025-01-18,"NCHC","Western Michigan",NA,"North Dakota",NA,FALSE,FALSE,NA,NA
2025-01-18,"NCHC","Omaha",NA,"Miami",NA,FALSE,FALSE,NA,NA
2025-01-18,"CCHA","Michigan Tech",NA,"Minnesota State",NA,FALSE,FALSE,NA,NA
2025-01-18,"CCHA","Northern Michigan",NA,"Bemidji State",NA,FALSE,FALSE,NA,NA
2025-01-18,"CCHA","St. Thomas",NA,"Lake Superior",NA,FALSE,FALSE,NA,NA
2025-01-18,"CCHA","Bowling Green",NA,"Ferris State",NA,FALSE,FALSE,NA,NA
2025-01-21,"Atlantic Hockey","Bentley",NA,"American Int'l",NA,FALSE,FALSE,NA,NA
2025-01-21,"Non-Conference","Brown",NA,"Merrimack",NA,FALSE,FALSE,NA,NA
2025-01-21,"Non-Conference v. D3","St. Anselm",NA,"Stonehill",NA,FALSE,FALSE,NA,NA
2025-01-24,"Big Ten","Minnesota",NA,"Michigan State",NA,FALSE,FALSE,NA,NA
2025-01-24,"Big Ten","Michigan",NA,"Wisconsin",NA,FALSE,FALSE,NA,NA
2025-01-24,"Big Ten","Ohio State",NA,"Penn State",NA,FALSE,FALSE,NA,NA
2025-01-24,"Atlantic Hockey","Canisius",NA,"American Int'l",NA,FALSE,FALSE,NA,NA
2025-01-24,"Atlantic Hockey","Holy Cross",NA,"Air Force",NA,FALSE,FALSE,NA,NA
2025-01-24,"Atlantic Hockey","Army",NA,"Robert Morris",NA,FALSE,FALSE,NA,NA
2025-01-24,"Atlantic Hockey","Niagara",NA,"RIT",NA,FALSE,FALSE,NA,NA
2025-01-24,"Atlantic Hockey","Quinnipiac",NA,"Connecticut",NA,FALSE,TRUE,NA,NA
2025-01-24,"Atlantic Hockey","Yale",NA,"Sacred Heart",NA,FALSE,FALSE,NA,NA
2025-01-24,"ECAC","Dartmouth",NA,"Colgate",NA,FALSE,FALSE,NA,NA
2025-01-24,"ECAC","Harvard",NA,"Cornell",NA,FALSE,FALSE,NA,NA
2025-01-24,"ECAC","Clarkson",NA,"St. Lawrence",NA,FALSE,FALSE,NA,NA
2025-01-24,"Hockey East","Vermont",NA,"New Hampshire",NA,FALSE,FALSE,NA,NA
2025-01-24,"Hockey East","Boston College",NA,"Boston University",NA,FALSE,FALSE,NA,NA
2025-01-24,"Hockey East","Providence",NA,"Mass.-Lowell",NA,FALSE,FALSE,NA,NA
2025-01-24,"NCHC","Miami",NA,"Western Michigan",NA,FALSE,FALSE,NA,NA
2025-01-24,"NCHC","Colorado College",NA,"Arizona State",NA,FALSE,FALSE,NA,NA
2025-01-24,"NCHC","St. Cloud State",NA,"Omaha",NA,FALSE,FALSE,NA,NA
2025-01-24,"NCHC","Denver",NA,"Minnesota-Duluth",NA,FALSE,FALSE,NA,NA
2025-01-24,"Non-Conference","Alaska",NA,"Massachusetts",NA,FALSE,FALSE,NA,NA
2025-01-24,"Non-Conference","Lindenwood",NA,"Notre Dame",NA,FALSE,FALSE,NA,NA
2025-01-24,"CCHA","Minnesota State",NA,"Ferris State",NA,FALSE,FALSE,NA,NA
2025-01-24,"CCHA","Northern Michigan",NA,"Michigan Tech",NA,FALSE,FALSE,NA,NA
2025-01-24,"CCHA","Augustana",NA,"Bowling Green",NA,FALSE,FALSE,NA,NA
2025-01-25,"Big Ten","Michigan",NA,"Wisconsin",NA,FALSE,FALSE,NA,NA
2025-01-25,"Big Ten","Ohio State",NA,"Penn State",NA,FALSE,FALSE,NA,NA
2025-01-25,"Big Ten","Minnesota",NA,"Michigan State",NA,FALSE,FALSE,NA,NA
2025-01-25,"Big Ten","Quinnipiac",NA,"Sacred Heart/Yale",NA,FALSE,TRUE,NA,NA
2025-01-25,"Big Ten","TBD",NA,"Connecticut",NA,FALSE,TRUE,NA,NA
2025-01-25,"Big Ten","UConn/Quinnipiac",NA,"Sacred Heart",NA,FALSE,TRUE,NA,NA
2025-01-25,"Big Ten","TBD",NA,"TBD",NA,FALSE,TRUE,NA,NA
2025-01-25,"Hockey East","Mass.-Lowell",NA,"Providence",NA,FALSE,FALSE,NA,NA
2025-01-25,"Hockey East","Boston University",NA,"Boston College",NA,FALSE,FALSE,NA,NA
2025-01-25,"Hockey East","Vermont",NA,"New Hampshire",NA,FALSE,FALSE,NA,NA
2025-01-25,"Hockey East","Merrimack",NA,"Northeastern",NA,FALSE,FALSE,NA,NA
2025-01-25,"Atlantic Hockey","Army",NA,"Robert Morris",NA,FALSE,FALSE,NA,NA
2025-01-25,"Atlantic Hockey","Canisius",NA,"American Int'l",NA,FALSE,FALSE,NA,NA
2025-01-25,"Atlantic Hockey","Holy Cross",NA,"Air Force",NA,FALSE,FALSE,NA,NA
2025-01-25,"Atlantic Hockey","Niagara",NA,"RIT",NA,FALSE,FALSE,NA,NA
2025-01-25,"NCHC","Colorado College",NA,"Arizona State",NA,FALSE,FALSE,NA,NA
2025-01-25,"NCHC","Miami",NA,"Western Michigan",NA,FALSE,FALSE,NA,NA
2025-01-25,"NCHC","Denver",NA,"Minnesota-Duluth",NA,FALSE,FALSE,NA,NA
2025-01-25,"NCHC","St. Cloud State",NA,"Omaha",NA,FALSE,FALSE,NA,NA
2025-01-25,"Non-Conference","Rensselaer",NA,"Union",NA,FALSE,TRUE,NA,NA
2025-01-25,"Non-Conference","Alaska",NA,"Massachusetts",NA,FALSE,FALSE,NA,NA
2025-01-25,"Non-Conference","Lindenwood",NA,"Notre Dame",NA,FALSE,FALSE,NA,NA
2025-01-25,"Non-Conference","Bentley",NA,"Princeton",NA,FALSE,FALSE,NA,NA
2025-01-25,"CCHA","Bemidji State",NA,"St. Thomas",NA,FALSE,FALSE,NA,NA
2025-01-25,"CCHA","Minnesota State",NA,"Ferris State",NA,FALSE,FALSE,NA,NA
2025-01-25,"CCHA","Michigan Tech",NA,"Northern Michigan",NA,FALSE,FALSE,NA,NA
2025-01-25,"CCHA","Augustana",NA,"Bowling Green",NA,FALSE,FALSE,NA,NA
2025-01-25,"ECAC","Dartmouth",NA,"Cornell",NA,FALSE,FALSE,NA,NA
2025-01-25,"ECAC","Harvard",NA,"Colgate",NA,FALSE,FALSE,NA,NA
2025-01-25,"ECAC","St. Lawrence",NA,"Clarkson",NA,FALSE,FALSE,NA,NA
2025-01-26,"Non-Conference","Stonehill",NA,"Brown",NA,FALSE,FALSE,NA,NA
2025-01-26,"Non-Conference","Bentley",NA,"Princeton",NA,FALSE,FALSE,NA,NA
2025-01-26,"CCHA","Bemidji State",NA,"St. Thomas",NA,FALSE,FALSE,NA,NA
2025-01-30,"Big Ten","Michigan State",NA,"Ohio State",NA,FALSE,FALSE,NA,NA
2025-01-31,"ECAC","Quinnipiac",NA,"Dartmouth",NA,FALSE,FALSE,NA,NA
2025-01-31,"ECAC","Brown",NA,"Rensselaer",NA,FALSE,FALSE,NA,NA
2025-01-31,"ECAC","Cornell",NA,"St. Lawrence",NA,FALSE,FALSE,NA,NA
2025-01-31,"ECAC","Yale",NA,"Union",NA,FALSE,FALSE,NA,NA
2025-01-31,"ECAC","Colgate",NA,"Clarkson",NA,FALSE,FALSE,NA,NA
2025-01-31,"ECAC","Princeton",NA,"Harvard",NA,FALSE,FALSE,NA,NA
2025-01-31,"NCHC","Western Michigan",NA,"Colorado College",NA,FALSE,FALSE,NA,NA
2025-01-31,"NCHC","Omaha",NA,"Denver",NA,FALSE,FALSE,NA,NA
2025-01-31,"NCHC","Arizona State",NA,"Miami",NA,FALSE,FALSE,NA,NA
2025-01-31,"NCHC","North Dakota",NA,"St. Cloud State",NA,FALSE,FALSE,NA,NA
2025-01-31,"Big Ten","Michigan State",NA,"Ohio State",NA,FALSE,FALSE,NA,NA
2025-01-31,"Big Ten","Penn State",NA,"Michigan",NA,FALSE,FALSE,NA,NA
2025-01-31,"Big Ten","Wisconsin",NA,"Minnesota",NA,FALSE,FALSE,NA,NA
2025-01-31,"Non-Conference","Stonehill",NA,"Long Island",NA,FALSE,FALSE,NA,NA
2025-01-31,"Non-Conference","Alaska-Anchorage",NA,"Alaska",NA,FALSE,FALSE,NA,NA
2025-01-31,"Atlantic Hockey","Sacred Heart",NA,"Niagara",NA,FALSE,FALSE,NA,NA
2025-01-31,"Atlantic Hockey","Mercyhurst",NA,"Robert Morris",NA,FALSE,FALSE,NA,NA
2025-01-31,"Atlantic Hockey","RIT",NA,"Air Force",NA,FALSE,FALSE,NA,NA
2025-01-31,"Hockey East","New Hampshire",NA,"Boston University",NA,FALSE,FALSE,NA,NA
2025-01-31,"Hockey East","Mass.-Lowell",NA,"Boston College",NA,FALSE,FALSE,NA,NA
2025-01-31,"Hockey East","Connecticut",NA,"Providence",NA,FALSE,FALSE,NA,NA
2025-01-31,"Hockey East","Merrimack",NA,"Massachusetts",NA,FALSE,FALSE,NA,NA
2025-01-31,"Hockey East","Northeastern",NA,"Maine",NA,FALSE,FALSE,NA,NA
2025-01-31,"CCHA","Lake Superior",NA,"Augustana",NA,FALSE,FALSE,NA,NA
2025-01-31,"CCHA","St. Thomas",NA,"Minnesota State",NA,FALSE,FALSE,NA,NA
2025-01-31,"CCHA","Bowling Green",NA,"Northern Michigan",NA,FALSE,FALSE,NA,NA
2025-01-31,"CCHA","Ferris State",NA,"Bemidji State",NA,FALSE,FALSE,NA,NA
2025-02-01,"NCHC","Western Michigan",NA,"Colorado College",NA,FALSE,FALSE,NA,NA
2025-02-01,"NCHC","Omaha",NA,"Denver",NA,FALSE,FALSE,NA,NA
2025-02-01,"NCHC","North Dakota",NA,"St. Cloud State",NA,FALSE,FALSE,NA,NA
2025-02-01,"NCHC","Arizona State",NA,"Miami",NA,FALSE,FALSE,NA,NA
2025-02-01,"Big Ten","Penn State",NA,"Michigan",NA,FALSE,FALSE,NA,NA
2025-02-01,"Big Ten","Wisconsin",NA,"Minnesota",NA,FALSE,FALSE,NA,NA
2025-02-01,"Non-Conference","Stonehill",NA,"Long Island",NA,FALSE,FALSE,NA,NA
2025-02-01,"Non-Conference","Alaska-Anchorage",NA,"Alaska",NA,FALSE,FALSE,NA,NA
2025-02-01,"Hockey East","Providence",NA,"Connecticut",NA,FALSE,FALSE,NA,NA
2025-02-01,"Hockey East","Merrimack",NA,"Mass.-Lowell",NA,FALSE,FALSE,NA,NA
2025-02-01,"ECAC","Brown",NA,"Union",NA,FALSE,FALSE,NA,NA
2025-02-01,"ECAC","Princeton",NA,"Dartmouth",NA,FALSE,FALSE,NA,NA
2025-02-01,"ECAC","Colgate",NA,"St. Lawrence",NA,FALSE,FALSE,NA,NA
2025-02-01,"ECAC","Cornell",NA,"Clarkson",NA,FALSE,FALSE,NA,NA
2025-02-01,"ECAC","Yale",NA,"Rensselaer",NA,FALSE,FALSE,NA,NA
